[IRV | PA | OT | Psalms | Chapter 119 | Verse 1] ਧੰਨ ਓਹ ਹਨ ਜਿਹੜੇ ਨਿਰਦੋਸ਼ ਮਾਰਗ ਤੇ ਚਲਦੇ ਹਨ, ਜਿਹੜੇ ਯਹੋਵਾਹ ਦੀ ਬਿਵਸਥਾ ਅਨੁਸਾਰ ਚੱਲਦੇ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 157] ਮੇਰੇ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਤੇ ਮੇਰੇ ਵਿਰੋਧੀ ਬਹੁਤ ਹਨ, ਪਰ ਮੈਂ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਤੋਂ ਨਹੀਂ ਮੁੜਿਆ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 158] ਮੈਂ ਚਾਲਬਾਜ਼ਾਂ ਨੂੰ ਵੇਖਿਆ ਤੇ ਘਿਣ ਕੀਤੀ, ਜਿਹੜੇ ਤੇਰੇ ਬਚਨ ਦੀ ਪਾਲਣਾ ਨਹੀਂ ਕਰਦੇ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 159] ਵੇਖ, ਕਿ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹਾਂ, ਹੇ ਯਹੋਵਾਹ, ਆਪਣੀ ਦਯਾ ਅਨੁਸਾਰ ਮੈਨੂੰ ਜਿਉਂਦਾ ਰੱਖ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 160] ਤੇਰੇ ਬਚਨ ਦਾ ਤਾਤ ਪਰਜ ਸਚਿਆਈ ਹੈ, ਅਤੇ ਤੇਰੇ ਧਰਮ ਦਾ ਸਾਰਾ ਨਿਆਂ ਸਦਾ ਤੱਕ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 161] ਸਰਦਾਰਾਂ ਨੇ ਧਿਗਾਣੇ ਮੇਰਾ ਪਿੱਛਾ ਕੀਤਾ, ਪਰ ਮੇਰਾ ਮਨ ਤੇਰੇ ਬਚਨ ਤੋਂ ਭੈਅ ਰੱਖਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 162] ਮੈਂ ਤੇਰੇ ਬਚਨ ਦੇ ਕਾਰਨ ਖੁਸ਼ ਹਾਂ, ਜਿਵੇਂ ਕੋਈ ਵੱਡੀ ਲੁੱਟ ਦੇ ਮਿਲਣ ਤੇ ਹੁੰਦਾ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 163] ਮੈਂ ਝੂਠ ਨਾਲ ਵੈਰ ਤੇ ਘਿਣ ਕਰਦਾ ਹਾਂ, ਪਰ ਤੇਰੀ ਬਿਵਸਥਾ ਨਾਲ ਮੈਂ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 164] ਤੇਰੇ ਧਰਮ ਦੇ ਨਿਆਂਵਾਂ ਦੇ ਕਾਰਨ, ਮੈਂ ਦਿਨ ਵਿੱਚ ਸੱਚ ਵਾਰ ਤੇਰੀ ਉਸਤਤ ਕਰਦਾ ਹਾਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 165] ਤੇਰੀ ਬਿਵਸਥਾ ਦੇ ਪ੍ਰੇਮੀਆਂ ਨੂੰ ਵੱਡਾ ਚੈਨ ਹੈ, ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕੋਈ ਠੋਕਰ ਨਹੀਂ ਲੱਗਦੀ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 166] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਤੇਰੀ ਮੁਕਤੀ ਦੀ ਉਡੀਕ ਕੀਤੀ, ਅਤੇ ਤੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਪੂਰਾ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 167] ਮੇਰੀ ਜਾਨ ਨੇ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਦੀ ਪਾਲਣਾ ਕੀਤੀ, ਅਤੇ ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਵੱਡੀ ਪ੍ਰੀਤ ਲਾਈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 168] ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨਾਂ ਤੇ ਤੇਰੀਆਂ ਸਾਖੀਆਂ ਦੀ ਪਾਲਣਾ ਕੀਤੀ, ਇਸ ਲਈ ਕਿ ਮੇਰੀਆਂ ਸਾਰੀਆਂ ਚਾਲਾਂ ਤੇਰੇ ਸਾਹਮਣੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 169] ਮੇਰੀ ਪੁਕਾਰ, ਹੇ ਯਹੋਵਾਹ, ਤੇਰੇ ਹਜ਼ੂਰ ਪਹੁੰਚੇ, ਤੂੰ ਆਪਣੇ ਬਚਨ ਅਨੁਸਾਰ ਮੈਨੂੰ ਸਮਝ ਦੇ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 170] ਮੇਰੀ ਅਰਜੋਈ ਤੇਰੇ ਹਜ਼ੂਰ ਆਵੇ, ਤੂੰ ਆਪਣੇ ਬਚਨ ਅਨੁਸਾਰ ਮੈਨੂੰ ਛੁਡਾ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 171] ਮੇਰੇ ਬੁੱਲ੍ਹ ਤੇਰੀ ਉਸਤਤ ਉਚਰਨ, ਕਿਉਂ ਜੋ ਤੂੰ ਆਪਣੀਆਂ ਬਿਧੀਆਂ ਮੈਨੂੰ ਸਿਖਾਉਂਦਾ ਹੈਂ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 172] ਮੇਰੀ ਜੀਭ ਤੇਰੇ ਬਚਨ ਦਾ ਗੀਤ ਗਾਵੇ, ਕਿਉਂ ਜੋ ਤੇਰੇ ਸਾਰੇ ਹੁਕਮ ਧਰਮ ਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 173] ਤੇਰਾ ਹੱਥ ਮੇਰੀ ਸਹਾਇਤਾ ਲਈ ਤਿਆਰ ਹੋਵੇ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੇ ਫ਼ਰਮਾਨ ਚੁਣ ਲਏ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 174] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਤੇਰੀ ਮੁਕਤੀ ਨੂੰ ਲੋਚਿਆ, ਅਤੇ ਤੇਰੀ ਬਿਵਸਥਾ ਮੇਰੀ ਖੁਸ਼ੀ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 119 | Verse 175] ਮੇਰੀ ਜਾਨ ਜਿਉਂਦੀ ਰਹੇ ਕਿ ਉਹ ਤੇਰੀ ਉਸਤਤ ਕਰੇ, ਅਤੇ ਤੇਰੇ ਨਿਆਂ ਮੇਰੀ ਸਹਾਇਤਾ ਕਰਨ।
[IRV | PA | OT | Psalms | Chapter 119 | Verse 176] ਮੈਂ ਗੁਆਚੀ ਹੋਈ ਭੇਡ ਵਾਂਗੂੰ ਭਟਕ ਗਿਆ ਹਾਂ, ਆਪਣੇ ਦਾਸ ਨੂੰ ਭਾਲ, ਕਿਉਂ ਜੋ ਮੈਂ ਤੇਰੇ ਹੁਕਮ ਨਹੀਂ ਭੁੱਲਦਾ ਹਾਂ।
